Siruta,Localitate,Votanti_LP,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_
71885,Cosoveni,1190000,490.2,490.2,1634,1634,6536,326.8,490.2,1634
71910,Cotofenii Din Dos,1191000,348.9,348.9,1163,1163,4652,232.6,348.9,1163
71956,Daneti,1192000,885.6,885.6,2952,2952,11808,590.4,885.6,2952
72007,Oras Dabuleni,1193000,1827.15,1827.15,6090.5,6090.5,24362,1218.1,1827.15,6090.5
72034,Desa,1194000,738,738,2460,2460,9840,492,738,2460
72052,Diosti,1195000,450,450,1500,1500,6000,300,450,1500
72098,Dobresti,1196000,359.1,359.1,1197,1197,4788,239.4,359.1,1197
72150,Dragotesti,1197000,321.15,321.15,1070.5,1070.5,4282,214.1,321.15,1070.5
72221,Dranic,1198000,365.1,365.1,1217,1217,4868,243.4,365.1,1217
72276,Farcas,1199000,313.65,313.65,1045.5,1045.5,4182,209.1,313.65,1045.5
72383,Galicea Mare,1200000,615.15,615.15,2050.5,2050.5,8202,410.1,615.15,2050.5
72409,Ghercesti,1201000,249.45,249.45,831.5,831.5,3326,166.3,249.45,831.5
72463,Gighera,1202000,432.15,432.15,1440.5,1440.5,5762,288.1,432.15,1440.5
72506,Giubega,1203000,306,306,1020,1020,4080,204,306,1020
72533,Giurgita,1204000,448.8,448.8,1496,1496,5984,299.2,448.8,1496
72579,Gangiova,1205000,394.2,394.2,1314,1314,5256,262.8,394.2,1314
72604,Gogosu,1206000,91.2,91.2,304,304,1216,60.8,91.2,304
72640,Goicea,1207000,391.05,391.05,1303.5,1303.5,5214,260.7,391.05,1303.5
72677,Goiesti,1208000,454.5,454.5,1515,1515,6060,303,454.5,1515
72819,Grecesti,1209000,244.95,244.95,816.5,816.5,3266,163.3,244.95,816.5
72882,Izvoare,1210000,236.25,236.25,787.5,787.5,3150,157.5,236.25,787.5
72926,Leu,1211000,701.4,701.4,2338,2338,9352,467.6,701.4,2338
72953,Lipovu,1212000,488.25,488.25,1627.5,1627.5,6510,325.5,488.25,1627.5
72980,Macesu De Jos,1213000,190.8,190.8,636,636,2544,127.2,190.8,636
73013,Macesu De Sus,1214000,188.55,188.55,628.5,628.5,2514,125.7,188.55,628.5
73031,Maglavit,1215000,713.4,713.4,2378,2378,9512,475.6,713.4,2378
73068,Malu Mare,1216000,660.9,660.9,2203,2203,8812,440.6,660.9,2203
73102,Melinesti,1217000,596.85,596.85,1989.5,1989.5,7958,397.9,596.85,1989.5
73246,Mischii,1218000,248.25,248.25,827.5,827.5,3310,165.5,248.25,827.5
73317,Marsani,1219000,697.2,697.2,2324,2324,9296,464.8,697.2,2324
73335,Motatei,1220000,1072.35,1072.35,3574.5,3574.5,14298,714.9,1072.35,3574.5
73371,Murgasi,1221000,354.9,354.9,1183,1183,4732,236.6,354.9,1183
73460,Negoi,1222000,359.1,359.1,1197,1197,4788,239.4,359.1,1197
73503,Orodel,1223000,396.6,396.6,1322,1322,5288,264.4,396.6,1322
73567,Ostroveni,1224000,754.35,754.35,2514.5,2514.5,10058,502.9,754.35,2514.5
73594,Perisor,1225000,252,252,840,840,3360,168,252,840
73629,Pielesti,1226000,545.1,545.1,1817,1817,7268,363.4,545.1,1817
73665,Piscu Vechi,1227000,412.65,412.65,1375.5,1375.5,5502,275.1,412.65,1375.5
73709,Plenita,1228000,693.6,693.6,2312,2312,9248,462.4,693.6,2312
73736,Poiana Mare,1229000,1601.25,1601.25,5337.5,5337.5,21350,1067.5,1601.25,5337.5
73772,Predesti,1230000,312.75,312.75,1042.5,1042.5,4170,208.5,312.75,1042.5
73852,Radovan,1231000,201.6,201.6,672,672,2688,134.4,201.6,672
73905,Rast,1232000,534.75,534.75,1782.5,1782.5,7130,356.5,534.75,1782.5
73923,Robanesti,1233000,344.1,344.1,1147,1147,4588,229.4,344.1,1147
73996,Sadova,1234000,1310.1,1310.1,4367,4367,17468,873.4,1310.1,4367
74028,Salcuta,1235000,324.3,324.3,1081,1081,4324,216.2,324.3,1081
74073,Scaesti,1236000,314.55,314.55,1048.5,1048.5,4194,209.7,314.55,1048.5
74108,Seaca De Camp,1237000,278.4,278.4,928,928,3712,185.6,278.4,928
74135,Seaca De Padure,1238000,146.25,146.25,487.5,487.5,1950,97.5,146.25,487.5
74171,Secu,1239000,158.55,158.55,528.5,528.5,2114,105.7,158.55,528.5
74224,Silistea Crucii,1240000,220.5,220.5,735,735,2940,147,220.5,735
74242,Sopot,1241000,261.75,261.75,872.5,872.5,3490,174.5,261.75,872.5
74322,Teasc,1242000,458.85,458.85,1529.5,1529.5,6118,305.9,458.85,1529.5
74359,Terpezita,1243000,233.4,233.4,778,778,3112,155.6,233.4,778
74411,Teslui,1244000,346.8,346.8,1156,1156,4624,231.2,346.8,1156
74509,Tuglui,1245000,433.2,433.2,1444,1444,5776,288.8,433.2,1444
74536,Unirea,1246000,568.05,568.05,1893.5,1893.5,7574,378.7,568.05,1893.5
74554,Urzicuta,1247000,457.35,457.35,1524.5,1524.5,6098,304.9,457.35,1524.5
74581,Valea Stanciului,1248000,816.45,816.45,2721.5,2721.5,10886,544.3,816.45,2721.5
74616,Vela,1249000,278.85,278.85,929.5,929.5,3718,185.9,278.85,929.5
74705,Verbita,1250000,192.45,192.45,641.5,641.5,2566,128.3,192.45,641.5
74732,Vartop,1251000,255.9,255.9,853,853,3412,170.6,255.9,853
74750,Varvoru De Jos,1252000,380.1,380.1,1267,1267,5068,253.4,380.1,1267
74842,Catane,1253000,298.65,298.65,995.5,995.5,3982,199.1,298.65,995.5
74859,Carcea,1254000,346.05,346.05,1153.5,1153.5,4614,230.7,346.05,1153.5
74867,Carna,1255000,207.45,207.45,691.5,691.5,2766,138.3,207.45,691.5
74875,Cotofenii Din Fata,1256000,295.8,295.8,986,986,3944,197.2,295.8,986
74883,Dobrotesti,1257000,247.2,247.2,824,824,3296,164.8,247.2,824
74891,Galiciuica,1258000,204.75,204.75,682.5,682.5,2730,136.5,204.75,682.5
74907,Ghidici,1259000,359.7,359.7,1199,1199,4796,239.8,359.7,1199
74915,Ghindeni,1260000,272.1,272.1,907,907,3628,181.4,272.1,907
74923,Intorsura,1261000,223.8,223.8,746,746,2984,149.2,223.8,746
74931,Plesoi,1262000,201.45,201.45,671.5,671.5,2686,134.3,201.45,671.5
74949,Rojiste,1263000,366.15,366.15,1220.5,1220.5,4882,244.1,366.15,1220.5
74956,Talpas,1264000,188.85,188.85,629.5,629.5,2518,125.9,188.85,629.5
75098,Municipiul Galati,1265000,45691.5,45691.5,152305,152305,609220,30461,45691.5,152305
75114,Sendreni,1266000,679.05,679.05,2263.5,2263.5,9054,452.7,679.05,2263.5
75150,Vanatori,1267000,844.5,844.5,2815,2815,11260,563,844.5,2815
75203,Municipiul Tecuci,1268000,6823.05,6823.05,22743.5,22743.5,90974,4548.7,6823.05,22743.5
75221,Draganesti,1269000,991.2,991.2,3304,3304,13216,660.8,991.2,3304
75258,Munteni,1270000,1168.05,1168.05,3893.5,3893.5,15574,778.7,1168.05,3893.5
75338,Oras Beresti,1271000,510.6,510.6,1702,1702,6808,340.4,510.6,1702
75356,Beresti-Meria,1272000,576.9,576.9,1923,1923,7692,384.6,576.9,1923
75472,Oras Targu Bujor,1273000,1109.25,1109.25,3697.5,3697.5,14790,739.5,1109.25,3697.5
75515,Barcea,1274000,969.3,969.3,3231,3231,12924,646.2,969.3,3231
75542,Balabanesti,1275000,309.6,309.6,1032,1032,4128,206.4,309.6,1032
75613,Balasesti,1276000,352.5,352.5,1175,1175,4700,235,352.5,1175
75668,Baleni,1277000,366.15,366.15,1220.5,1220.5,4882,244.1,366.15,1220.5
75686,Baneasa,1278000,322.35,322.35,1074.5,1074.5,4298,214.9,322.35,1074.5
75711,Branistea,1279000,654.45,654.45,2181.5,2181.5,8726,436.3,654.45,2181.5
75766,Brahasesti,1280000,1471.8,1471.8,4906,4906,19624,981.2,1471.8,4906
75819,Buciumeni,1281000,382.65,382.65,1275.5,1275.5,5102,255.1,382.65,1275.5
75864,Cavadinesti,1282000,457.2,457.2,1524,1524,6096,304.8,457.2,1524
75917,Certesti,1283000,360.3,360.3,1201,1201,4804,240.2,360.3,1201
75953,Corod,1284000,1162.05,1162.05,3873.5,3873.5,15494,774.7,1162.05,3873.5
76004,Corni,1285000,336.3,336.3,1121,1121,4484,224.2,336.3,1121
76040,Cosmesti,1286000,1012.35,1012.35,3374.5,3374.5,13498,674.9,1012.35,3374.5
76111,Costache Negri,1287000,413.7,413.7,1379,1379,5516,275.8,413.7,1379
76139,Cuca,1288000,340.35,340.35,1134.5,1134.5,4538,226.9,340.35,1134.5
76157,Cudalbi,1289000,1143.6,1143.6,3812,3812,15248,762.4,1143.6,3812
76175,Draguseni,1290000,877.65,877.65,2925.5,2925.5,11702,585.1,877.65,2925.5
76255,Fartanesti,1291000,783.15,783.15,2610.5,2610.5,10442,522.1,783.15,2610.5
76282,Foltesti,1292000,498.3,498.3,1661,1661,6644,332.2,498.3,1661
76317,Frumusita,1293000,836.1,836.1,2787,2787,11148,557.4,836.1,2787
76353,Fundeni,1294000,586.35,586.35,1954.5,1954.5,7818,390.9,586.35,1954.5
76406,Ghidigeni,1295000,1030.2,1030.2,3434,3434,13736,686.8,1030.2,3434
76497,Gohor,1296000,510.9,510.9,1703,1703,6812,340.6,510.9,1703
76558,Grivita,1297000,577.2,577.2,1924,1924,7696,384.8,577.2,1924
76585,Independenta,1298000,716.25,716.25,2387.5,2387.5,9550,477.5,716.25,2387.5
76601,Ivesti,1299000,1530.6,1530.6,5102,5102,20408,1020.4,1530.6,5102
76638,Jorasti,1300000,276.9,276.9,923,923,3692,184.6,276.9,923
76674,Liesti,1301000,1646.85,1646.85,5489.5,5489.5,21958,1097.9,1646.85,5489.5
76692,Matca,1302000,1881.3,1881.3,6271,6271,25084,1254.2,1881.3,6271
76718,Mastacani,1303000,756.3,756.3,2521,2521,10084,504.2,756.3,2521
76745,Movileni,1304000,507.6,507.6,1692,1692,6768,338.4,507.6,1692
76763,Namoloasa,1305000,325.8,325.8,1086,1086,4344,217.2,325.8,1086
76807,Nicoresti,1306000,618.15,618.15,2060.5,2060.5,8242,412.1,618.15,2060.5
76932,Oancea,1307000,212.7,212.7,709,709,2836,141.8,212.7,709
76969,Pechea,1308000,1707.6,1707.6,5692,5692,22768,1138.4,1707.6,5692
76996,Piscu,1309000,739.05,739.05,2463.5,2463.5,9854,492.7,739.05,2463.5
77028,Priponesti,1310000,337.8,337.8,1126,1126,4504,225.2,337.8,1126
77082,Rediu,1311000,331.8,331.8,1106,1106,4424,221.2,331.8,1106
77126,Scanteiesti,1312000,379.2,379.2,1264,1264,5056,252.8,379.2,1264
77153,Schela,1313000,575.85,575.85,1919.5,1919.5,7678,383.9,575.85,1919.5
77180,Slobozia Conachi,1314000,659.4,659.4,2198,2198,8792,439.6,659.4,2198
77224,Smardan,1315000,832.2,832.2,2774,2774,11096,554.8,832.2,2774
77260,Smulti,1316000,221.1,221.1,737,737,2948,147.4,221.1,737
77288,Suceveni,1317000,269.55,269.55,898.5,898.5,3594,179.7,269.55,898.5
77313,Tudor Vladimirescu,1318000,796.35,796.35,2654.5,2654.5,10618,530.9,796.35,2654.5
77331,Tulucesti,1319000,1160.1,1160.1,3867,3867,15468,773.4,1160.1,3867
77377,Tepu,1320000,380.85,380.85,1269.5,1269.5,5078,253.9,380.85,1269.5
77402,Umbraresti,1321000,1095.3,1095.3,3651,3651,14604,730.2,1095.3,3651
77475,Valea Marului,1322000,553.2,553.2,1844,1844,7376,368.8,553.2,1844
77509,Varlezi,1323000,309.3,309.3,1031,1031,4124,206.2,309.3,1031
77536,Vladesti,1324000,347.85,347.85,1159.5,1159.5,4638,231.9,347.85,1159.5
77561,Radesti,1325000,235.8,235.8,786,786,3144,157.2,235.8,786
77579,Negrilesti,1326000,384.15,384.15,1280.5,1280.5,5122,256.1,384.15,1280.5
77587,Poiana,1327000,265.2,265.2,884,884,3536,176.8,265.2,884
77595,Cuza Voda,1328000,420.9,420.9,1403,1403,5612,280.6,420.9,1403
77601,Suhurlui,1329000,214.65,214.65,715.5,715.5,2862,143.1,214.65,715.5
77812,Municipiul Targu Jiu,1330000,14533.05,14533.05,48443.5,48443.5,193774,9688.7,14533.05,48443.5
77910,Balesti,1331000,1112.55,1112.55,3708.5,3708.5,14834,741.7,1112.55,3708.5
78016,Dragutesti,1332000,749.4,749.4,2498,2498,9992,499.6,749.4,2498
78089,Turcinesti,1333000,316.5,316.5,1055,1055,4220,211,316.5,1055
78141,Municipiul Motru,1334000,3441.75,3441.75,11472.5,11472.5,45890,2294.5,3441.75,11472.5
78258,Oras Novaci,1335000,863.1,863.1,2877,2877,11508,575.4,863.1,2877
78329,Oras Targu Carbunesti,1336000,1306.35,1306.35,4354.5,4354.5,17418,870.9,1306.35,4354.5
78454,Oras Ticleni,1337000,723.9,723.9,2413,2413,9652,482.6,723.9,2413
78472,Albeni,1338000,435.3,435.3,1451,1451,5804,290.2,435.3,1451
78542,Alimpesti,1339000,272.85,272.85,909.5,909.5,3638,181.9,272.85,909.5
78604,Aninoasa,1340000,586.05,586.05,1953.5,1953.5,7814,390.7,586.05,1953.5
78668,Arcani,1341000,186.15,186.15,620.5,620.5,2482,124.1,186.15,620.5
78711,Baia De Fier,1342000,643.65,643.65,2145.5,2145.5,8582,429.1,643.65,2145.5
78748,Balanesti,1343000,314.4,314.4,1048,1048,4192,209.6,314.4,1048
78828,Barbatesti,1344000,248.55,248.55,828.5,828.5,3314,165.7,248.55,828.5
78873,Bengesti-Ciocadia,1345000,486.15,486.15,1620.5,1620.5,6482,324.1,486.15,1620.5
78926,Berlesti,1346000,311.25,311.25,1037.5,1037.5,4150,207.5,311.25,1037.5
79004,Balteni,1347000,1155.6,1155.6,3852,3852,15408,770.4,1155.6,3852
79077,Bolbosi,1348000,496.8,496.8,1656,1656,6624,331.2,496.8,1656
79157,Borascu,1349000,501.15,501.15,1670.5,1670.5,6682,334.1,501.15,1670.5
79237,Branesti,1350000,346.8,346.8,1156,1156,4624,231.2,346.8,1156
79308,Oras Bumbesti-Jiu,1351000,1513.2,1513.2,5044,5044,20176,1008.8,1513.2,5044
79362,Bumbesti-Pitic,1352000,319.5,319.5,1065,1065,4260,213,319.5,1065
79406,Bustuchin,1353000,500.55,500.55,1668.5,1668.5,6674,333.7,500.55,1668.5
79497,Capreni,1354000,313.95,313.95,1046.5,1046.5,4186,209.3,313.95,1046.5
79585,Catunele,1355000,403.5,403.5,1345,1345,5380,269,403.5,1345
79656,Ciuperceni,1356000,229.8,229.8,766,766,3064,153.2,229.8,766
79736,Calnic,1357000,332.7,332.7,1109,1109,4436,221.8,332.7,1109
79834,Crasna,1358000,734.55,734.55,2448.5,2448.5,9794,489.7,734.55,2448.5
79932,Cruset,1359000,485.85,485.85,1619.5,1619.5,6478,323.9,485.85,1619.5
80043,Danciulesti,1360000,308.4,308.4,1028,1028,4112,205.6,308.4,1028
80123,Danesti,1361000,550.2,550.2,1834,1834,7336,366.8,550.2,1834
80249,Dragotesti,1362000,385.05,385.05,1283.5,1283.5,5134,256.7,385.05,1283.5
80285,Farcasesti,1363000,489.15,489.15,1630.5,1630.5,6522,326.1,489.15,1630.5
80365,Glogova,1364000,294.3,294.3,981,981,3924,196.2,294.3,981
80427,Godinesti,1365000,293.7,293.7,979,979,3916,195.8,293.7,979
80506,Hurezani,1366000,247.8,247.8,826,826,3304,165.2,247.8,826
80560,Ionesti,1367000,349.5,349.5,1165,1165,4660,233,349.5,1165
80613,Jupanesti,1368000,321,321,1070,1070,4280,214,321,1070
80677,Lelesti,1369000,259.5,259.5,865,865,3460,173,259.5,865
80711,Licurici,1370000,332.4,332.4,1108,1108,4432,221.6,332.4,1108
80766,Logresti,1371000,396.75,396.75,1322.5,1322.5,5290,264.5,396.75,1322.5
80846,Matasari,1372000,799.95,799.95,2666.5,2666.5,10666,533.3,799.95,2666.5
80908,Musetesti,1373000,296.1,296.1,987,987,3948,197.4,296.1,987
80980,Negomir,1374000,542.85,542.85,1809.5,1809.5,7238,361.9,542.85,1809.5
81095,Pades,1375000,739.35,739.35,2464.5,2464.5,9858,492.9,739.35,2464.5
81184,Pestisani,1376000,569.4,569.4,1898,1898,7592,379.6,569.4,1898
81264,Plopsoru,1377000,1002.3,1002.3,3341,3341,13364,668.2,1002.3,3341
81380,Polovragi,1378000,411.45,411.45,1371.5,1371.5,5486,274.3,411.45,1371.5
81415,Prigoria,1379000,449.85,449.85,1499.5,1499.5,5998,299.9,449.85,1499.5
81497,Rosia De Amaradia,1380000,471.75,471.75,1572.5,1572.5,6290,314.5,471.75,1572.5
81576,Runcu,1381000,762.6,762.6,2542,2542,10168,508.4,762.6,2542
81656,Samarinesti,1382000,265.65,265.65,885.5,885.5,3542,177.1,265.65,885.5
81754,Sacelu,1383000,218.1,218.1,727,727,2908,145.4,218.1,727
81816,Saulesti,1384000,337.95,337.95,1126.5,1126.5,4506,225.3,337.95,1126.5
81861,Scoarta,1385000,690.75,690.75,2302.5,2302.5,9210,460.5,690.75,2302.5
81987,Schela,1386000,259.95,259.95,866.5,866.5,3466,173.3,259.95,866.5
82047,Slivilesti,1387000,498.9,498.9,1663,1663,6652,332.6,498.9,1663
82136,Stanesti,1388000,334.65,334.65,1115.5,1115.5,4462,223.1,334.65,1115.5
82243,Stejari,1389000,361.8,361.8,1206,1206,4824,241.2,361.8,1206
82314,Stoina,1390000,347.25,347.25,1157.5,1157.5,4630,231.5,347.25,1157.5
82396,Telesti,1391000,413.7,413.7,1379,1379,5516,275.8,413.7,1379
82430,Oras Tismana,1392000,1070.1,1070.1,3567,3567,14268,713.4,1070.1,3567
82555,Turburea,1393000,635.85,635.85,2119.5,2119.5,8478,423.9,635.85,2119.5
82617,Oras Turceni,1394000,1217.55,1217.55,4058.5,4058.5,16234,811.7,1217.55,4058.5
82680,Tantareni,1395000,847.65,847.65,2825.5,2825.5,11302,565.1,847.65,2825.5
82733,Urdari,1396000,474.15,474.15,1580.5,1580.5,6322,316.1,474.15,1580.5
82779,Vagiulesti,1397000,385.2,385.2,1284,1284,5136,256.8,385.2,1284
82831,Vladimir,1398000,417.6,417.6,1392,1392,5568,278.4,417.6,1392
82895,Oras Rovinari,1399000,2049.3,2049.3,6831,6831,27324,1366.2,2049.3,6831
83133,Municipiul Odorheiu Secuiesc,1400000,5788.5,5788.5,19295,19295,77180,3859,5788.5,19295
83151,Bradesti,1401000,303.45,303.45,1011.5,1011.5,4046,202.3,303.45,1011.5
83197,Feliceni,1402000,500.25,500.25,1667.5,1667.5,6670,333.5,500.25,1667.5
83320,Municipiul Miercurea Ciuc,1403000,6319.5,6319.5,21065,21065,84260,4213,6319.5,21065
83375,Pauleni-Ciuc,1404000,288.3,288.3,961,961,3844,192.2,288.3,961
83428,Oras Baile Tusnad,1405000,252.6,252.6,842,842,3368,168.4,252.6,842
83464,Oras Balan,1406000,1189.65,1189.65,3965.5,3965.5,15862,793.1,1189.65,3965.5
83491,Oras Borsec,1407000,415.8,415.8,1386,1386,5544,277.2,415.8,1386
83525,Oras Cristuru Secuiesc,1408000,1620.15,1620.15,5400.5,5400.5,21602,1080.1,1620.15,5400.5
83561,Municipiul Gheorgheni,1409000,3004.65,3004.65,10015.5,10015.5,40062,2003.1,3004.65,10015.5
83632,Municipiul Toplita,1410000,2406.3,2406.3,8021,8021,32084,1604.2,2406.3,8021
83749,Oras Vlahita,1411000,1147.35,1147.35,3824.5,3824.5,15298,764.9,1147.35,3824.5
83785,Atid,1412000,461.25,461.25,1537.5,1537.5,6150,307.5,461.25,1537.5
83847,Avramesti,1413000,417.75,417.75,1392.5,1392.5,5570,278.5,417.75,1392.5
83936,Bilbor,1414000,401.7,401.7,1339,1339,5356,267.8,401.7,1339
83963,Capalnita,1415000,318.75,318.75,1062.5,1062.5,4250,212.5,318.75,1062.5
83981,Ciucsangeorgiu,1416000,754.2,754.2,2514,2514,10056,502.8,754.2,2514
84086,Ciumani,1417000,666.15,666.15,2220.5,2220.5,8882,444.1,666.15,2220.5
84102,Carta,1418000,416.85,416.85,1389.5,1389.5,5558,277.9,416.85,1389.5
84148,Corbu,1419000,222.3,222.3,741,741,2964,148.2,222.3,741
84175,Corund,1420000,977.1,977.1,3257,3257,13028,651.4,977.1,3257
84237,Danesti,1421000,332.55,332.55,1108.5,1108.5,4434,221.7,332.55,1108.5
84264,Dealu,1422000,615.9,615.9,2053,2053,8212,410.6,615.9,2053
84344,Ditrau,1423000,885.45,885.45,2951.5,2951.5,11806,590.3,885.45,2951.5
84380,Darjiu,1424000,160.35,160.35,534.5,534.5,2138,106.9,160.35,534.5
84415,Frumoasa,1425000,567.6,567.6,1892,1892,7568,378.4,567.6,1892
84460,Galautas,1426000,376.35,376.35,1254.5,1254.5,5018,250.9,376.35,1254.5
84558,Joseni,1427000,874.35,874.35,2914.5,2914.5,11658,582.9,874.35,2914.5
84594,Lazarea,1428000,539.85,539.85,1799.5,1799.5,7198,359.9,539.85,1799.5
84629,Lueta,1429000,555.45,555.45,1851.5,1851.5,7406,370.3,555.45,1851.5
84656,Lunca De Jos,1430000,851.25,851.25,2837.5,2837.5,11350,567.5,851.25,2837.5
84754,Lunca De Sus,1431000,513.75,513.75,1712.5,1712.5,6850,342.5,513.75,1712.5
84825,Lupeni,1432000,703.05,703.05,2343.5,2343.5,9374,468.7,703.05,2343.5
84923,Martinis,1433000,439.2,439.2,1464,1464,5856,292.8,439.2,1464
85056,Meresti,1434000,204.6,204.6,682,682,2728,136.4,204.6,682
85074,Mihaileni,1435000,411.15,411.15,1370.5,1370.5,5482,274.1,411.15,1370.5
85127,Mugeni,1436000,540,540,1800,1800,7200,360,540,1800
85243,Ocland,1437000,199.8,199.8,666,666,2664,133.2,199.8,666
85289,Plaiesii De Jos,1438000,428.55,428.55,1428.5,1428.5,5714,285.7,428.55,1428.5
85341,Praid,1439000,1043.55,1043.55,3478.5,3478.5,13914,695.7,1043.55,3478.5
85412,Remetea,1440000,958.5,958.5,3195,3195,12780,639,958.5,3195
85467,Sacel,1441000,188.1,188.1,627,627,2508,125.4,188.1,627
85528,Sarmas,1442000,599.4,599.4,1998,1998,7992,399.6,599.4,1998
85582,Secuieni,1443000,423,423,1410,1410,5640,282,423,1410
85626,Siculeni,1444000,429.9,429.9,1433,1433,5732,286.6,429.9,1433
85680,Sancraieni,1445000,392.85,392.85,1309.5,1309.5,5238,261.9,392.85,1309.5
85760,Sandominic,1446000,954.45,954.45,3181.5,3181.5,12726,636.3,954.45,3181.5
85788,Sanmartin,1447000,360.15,360.15,1200.5,1200.5,4802,240.1,360.15,1200.5
85840,Sansimion,1448000,545.55,545.55,1818.5,1818.5,7274,363.7,545.55,1818.5
85877,Subcetate,1449000,281.1,281.1,937,937,3748,187.4,281.1,937
85920,Suseni,1450000,791.55,791.55,2638.5,2638.5,10554,527.7,791.55,2638.5
85984,Simonesti,1451000,591.3,591.3,1971,1971,7884,394.2,591.3,1971
86133,Tulghes,1452000,484.35,484.35,1614.5,1614.5,6458,322.9,484.35,1614.5
86188,Tusnad,1453000,332.4,332.4,1108,1108,4432,221.6,332.4,1108
86222,Ulies,1454000,176.7,176.7,589,589,2356,117.8,176.7,589
86311,Varsag,1455000,251.4,251.4,838,838,3352,167.6,251.4,838
86339,Voslabeni,1456000,298.35,298.35,994.5,994.5,3978,198.9,298.35,994.5
86366,Zetea,1457000,902.4,902.4,3008,3008,12032,601.6,902.4,3008
86438,Madaras,1458000,336.45,336.45,1121.5,1121.5,4486,224.3,336.45,1121.5
86446,Cozmeni,1459000,339,339,1130,1130,4520,226,339,1130
86453,Tomesti,1460000,400.2,400.2,1334,1334,5336,266.8,400.2,1334
86461,Ciceu,1461000,419.55,419.55,1398.5,1398.5,5594,279.7,419.55,1398.5
86479,Leliceni,1462000,321.15,321.15,1070.5,1070.5,4282,214.1,321.15,1070.5
86487,Porumbeni,1463000,283.65,283.65,945.5,945.5,3782,189.1,283.65,945.5
86495,Racu,1464000,245.85,245.85,819.5,819.5,3278,163.9,245.85,819.5
86501,Satu Mare,1465000,317.55,317.55,1058.5,1058.5,4234,211.7,317.55,1058.5
86519,Santimbru,1466000,328.2,328.2,1094,1094,4376,218.8,328.2,1094
86687,Municipiul Deva,1467000,10568.4,10568.4,35228,35228,140912,7045.6,10568.4,35228
86749,Carjiti,1468000,102,102,340,340,1360,68,102,340
86810,Municipiul Hunedoara,1469000,11141.85,11141.85,37139.5,37139.5,148558,7427.9,11141.85,37139.5
86883,Ghelari,1470000,314.55,314.55,1048.5,1048.5,4194,209.7,314.55,1048.5
86936,Teliucu Inferior,1471000,381.9,381.9,1273,1273,5092,254.6,381.9,1273
86990,Municipiul Petrosani,1472000,6482.85,6482.85,21609.5,21609.5,86438,4321.9,6482.85,21609.5
87059,Municipiul Lupeni,1473000,4077.9,4077.9,13593,13593,54372,2718.6,4077.9,13593
87077,Oras Petrila,1474000,3769.5,3769.5,12565,12565,50260,2513,3769.5,12565
87139,Oras Uricani,1475000,1477.65,1477.65,4925.5,4925.5,19702,985.1,1477.65,4925.5
87175,Municipiul Vulcan,1476000,4342.8,4342.8,14476,14476,57904,2895.2,4342.8,14476
87219,Oras Aninoasa,1477000,712.95,712.95,2376.5,2376.5,9506,475.3,712.95,2376.5
87246,Banita,1478000,172.95,172.95,576.5,576.5,2306,115.3,172.95,576.5
87291,Municipiul Brad,1479000,2390.55,2390.55,7968.5,7968.5,31874,1593.7,2390.55,7968.5
87362,Criscior,1480000,584.7,584.7,1949,1949,7796,389.8,584.7,1949
87424,Oras Calan,1481000,2003.7,2003.7,6679,6679,26716,1335.8,2003.7,6679
87576,Oras Hateg,1482000,1634.55,1634.55,5448.5,5448.5,21794,1089.7,1634.55,5448.5
87638,Municipiul Orastie,1483000,3389.7,3389.7,11299,11299,45196,2259.8,3389.7,11299
87665,Oras Simeria,1484000,2091,2091,6970,6970,27880,1394,2091,6970
87745,Baia De Cris,1485000,383.85,383.85,1279.5,1279.5,5118,255.9,383.85,1279.5
87843,Balsa,1486000,128.55,128.55,428.5,428.5,1714,85.7,128.55,428.5
87996,Baru,1487000,416.85,416.85,1389.5,1389.5,5558,277.9,416.85,1389.5
88047,Bacia,1488000,276.6,276.6,922,922,3688,184.4,276.6,922
88092,Baita,1489000,524.1,524.1,1747,1747,6988,349.4,524.1,1747
88216,Batrana,1490000,18.3,18.3,61,61,244,12.2,18.3,61
88261,Beriu,1491000,510.15,510.15,1700.5,1700.5,6802,340.1,510.15,1700.5
88350,Blajeni,1492000,163.35,163.35,544.5,544.5,2178,108.9,163.35,544.5
88449,Bosorod,1493000,297.3,297.3,991,991,3964,198.2,297.3,991
88546,Branisca,1494000,236.4,236.4,788,788,3152,157.6,236.4,788
88644,Bretea Romana,1495000,424.2,424.2,1414,1414,5656,282.8,424.2,1414
88788,Buces,1496000,283.5,283.5,945,945,3780,189,283.5,945
